,Meldedatum,Bundesland,Geschlecht,Altersgruppe,AnzahlFall,AnzahlTodesfall,TotalAnzahl_BL_G_AG,TotalDeath_BL_G_AG
0,2020-01-28T00:00:00.000Z,Bayern,M,A15-A34,1,0,1,0
2,2020-01-29T00:00:00.000Z,Bayern,M,A15-A34,1,0,2,0
6,2020-02-03T00:00:00.000Z,Bayern,M,A15-A34,1,0,3,0
35,2020-02-28T00:00:00.000Z,Bayern,M,A15-A34,1,0,4,0
102,2020-03-03T00:00:00.000Z,Bayern,M,A15-A34,1,0,5,0
136,2020-03-04T00:00:00.000Z,Bayern,M,A15-A34,1,0,6,0
168,2020-03-05T00:00:00.000Z,Bayern,M,A15-A34,2,0,8,0
214,2020-03-06T00:00:00.000Z,Bayern,M,A15-A34,8,0,16,0
251,2020-03-07T00:00:00.000Z,Bayern,M,A15-A34,1,0,17,0
288,2020-03-08T00:00:00.000Z,Bayern,M,A15-A34,2,0,19,0
333,2020-03-09T00:00:00.000Z,Bayern,M,A15-A34,11,0,30,0
402,2020-03-10T00:00:00.000Z,Bayern,M,A15-A34,11,0,41,0
495,2020-03-11T00:00:00.000Z,Bayern,M,A15-A34,4,0,45,0
598,2020-03-12T00:00:00.000Z,Bayern,M,A15-A34,10,0,55,0
706,2020-03-13T00:00:00.000Z,Bayern,M,A15-A34,21,0,76,0
825,2020-03-14T00:00:00.000Z,Bayern,M,A15-A34,27,0,103,0
925,2020-03-15T00:00:00.000Z,Bayern,M,A15-A34,20,0,123,0
1029,2020-03-16T00:00:00.000Z,Bayern,M,A15-A34,30,0,153,0
1158,2020-03-17T00:00:00.000Z,Bayern,M,A15-A34,52,0,205,0
1307,2020-03-18T00:00:00.000Z,Bayern,M,A15-A34,60,0,265,0
1459,2020-03-19T00:00:00.000Z,Bayern,M,A15-A34,62,0,327,0
1603,2020-03-20T00:00:00.000Z,Bayern,M,A15-A34,42,0,369,0
1,2020-01-28T00:00:00.000Z,Bayern,M,A35-A59,1,0,1,0
4,2020-01-31T00:00:00.000Z,Bayern,M,A35-A59,2,0,3,0
8,2020-02-04T00:00:00.000Z,Bayern,M,A35-A59,1,0,4,0
13,2020-02-11T00:00:00.000Z,Bayern,M,A35-A59,1,0,5,0
36,2020-02-28T00:00:00.000Z,Bayern,M,A35-A59,1,0,6,0
52,2020-02-29T00:00:00.000Z,Bayern,M,A35-A59,1,0,7,0
62,2020-03-01T00:00:00.000Z,Bayern,M,A35-A59,2,0,9,0
83,2020-03-02T00:00:00.000Z,Bayern,M,A35-A59,3,0,12,0
103,2020-03-03T00:00:00.000Z,Bayern,M,A35-A59,3,0,15,0
137,2020-03-04T00:00:00.000Z,Bayern,M,A35-A59,5,0,20,0
169,2020-03-05T00:00:00.000Z,Bayern,M,A35-A59,8,0,28,0
215,2020-03-06T00:00:00.000Z,Bayern,M,A35-A59,16,0,44,0
252,2020-03-07T00:00:00.000Z,Bayern,M,A35-A59,4,0,48,0
289,2020-03-08T00:00:00.000Z,Bayern,M,A35-A59,5,0,53,0
334,2020-03-09T00:00:00.000Z,Bayern,M,A35-A59,24,0,77,0
403,2020-03-10T00:00:00.000Z,Bayern,M,A35-A59,24,0,101,0
496,2020-03-11T00:00:00.000Z,Bayern,M,A35-A59,28,0,129,0
599,2020-03-12T00:00:00.000Z,Bayern,M,A35-A59,43,0,172,0
707,2020-03-13T00:00:00.000Z,Bayern,M,A35-A59,65,0,237,0
826,2020-03-14T00:00:00.000Z,Bayern,M,A35-A59,42,0,279,0
926,2020-03-15T00:00:00.000Z,Bayern,M,A35-A59,30,0,309,0
1030,2020-03-16T00:00:00.000Z,Bayern,M,A35-A59,47,0,356,0
1159,2020-03-17T00:00:00.000Z,Bayern,M,A35-A59,107,0,463,0
1308,2020-03-18T00:00:00.000Z,Bayern,M,A35-A59,168,0,631,0
1460,2020-03-19T00:00:00.000Z,Bayern,M,A35-A59,137,0,768,0
1604,2020-03-20T00:00:00.000Z,Bayern,M,A35-A59,83,0,851,0
7,2020-02-04T00:00:00.000Z,Bayern,M,A00-A04,1,0,1,0
12,2020-02-11T00:00:00.000Z,Bayern,M,A00-A04,1,0,2,0
212,2020-03-06T00:00:00.000Z,Bayern,M,A00-A04,1,0,3,0
493,2020-03-11T00:00:00.000Z,Bayern,M,A00-A04,1,0,4,0
1027,2020-03-16T00:00:00.000Z,Bayern,M,A00-A04,3,0,7,0
1156,2020-03-17T00:00:00.000Z,Bayern,M,A00-A04,2,0,9,0
1305,2020-03-18T00:00:00.000Z,Bayern,M,A00-A04,7,0,16,0
1457,2020-03-19T00:00:00.000Z,Bayern,M,A00-A04,3,0,19,0
26,2020-02-27T00:00:00.000Z,Bayern,M,A60-A79,1,0,1,0
84,2020-03-02T00:00:00.000Z,Bayern,M,A60-A79,1,0,2,0
170,2020-03-05T00:00:00.000Z,Bayern,M,A60-A79,1,0,3,0
216,2020-03-06T00:00:00.000Z,Bayern,M,A60-A79,2,0,5,0
335,2020-03-09T00:00:00.000Z,Bayern,M,A60-A79,5,0,10,0
404,2020-03-10T00:00:00.000Z,Bayern,M,A60-A79,5,0,15,0
497,2020-03-11T00:00:00.000Z,Bayern,M,A60-A79,16,0,31,0
600,2020-03-12T00:00:00.000Z,Bayern,M,A60-A79,7,0,38,0
708,2020-03-13T00:00:00.000Z,Bayern,M,A60-A79,12,0,50,0
827,2020-03-14T00:00:00.000Z,Bayern,M,A60-A79,14,0,64,0
927,2020-03-15T00:00:00.000Z,Bayern,M,A60-A79,8,0,72,0
1031,2020-03-16T00:00:00.000Z,Bayern,M,A60-A79,16,1,88,1
1160,2020-03-17T00:00:00.000Z,Bayern,M,A60-A79,33,0,121,1
1309,2020-03-18T00:00:00.000Z,Bayern,M,A60-A79,41,0,162,1
1461,2020-03-19T00:00:00.000Z,Bayern,M,A60-A79,42,0,204,1
1605,2020-03-20T00:00:00.000Z,Bayern,M,A60-A79,35,0,239,1
167,2020-03-05T00:00:00.000Z,Bayern,M,A05-A14,1,0,1,0
213,2020-03-06T00:00:00.000Z,Bayern,M,A05-A14,2,0,3,0
332,2020-03-09T00:00:00.000Z,Bayern,M,A05-A14,5,0,8,0
401,2020-03-10T00:00:00.000Z,Bayern,M,A05-A14,3,0,11,0
494,2020-03-11T00:00:00.000Z,Bayern,M,A05-A14,5,0,16,0
597,2020-03-12T00:00:00.000Z,Bayern,M,A05-A14,3,0,19,0
705,2020-03-13T00:00:00.000Z,Bayern,M,A05-A14,9,0,28,0
824,2020-03-14T00:00:00.000Z,Bayern,M,A05-A14,5,0,33,0
924,2020-03-15T00:00:00.000Z,Bayern,M,A05-A14,2,0,35,0
1028,2020-03-16T00:00:00.000Z,Bayern,M,A05-A14,2,0,37,0
1157,2020-03-17T00:00:00.000Z,Bayern,M,A05-A14,11,0,48,0
1306,2020-03-18T00:00:00.000Z,Bayern,M,A05-A14,5,0,53,0
1458,2020-03-19T00:00:00.000Z,Bayern,M,A05-A14,4,0,57,0
1602,2020-03-20T00:00:00.000Z,Bayern,M,A05-A14,6,0,63,0
171,2020-03-05T00:00:00.000Z,Bayern,M,A80+,1,1,1,1
405,2020-03-10T00:00:00.000Z,Bayern,M,A80+,3,2,4,3
601,2020-03-12T00:00:00.000Z,Bayern,M,A80+,2,1,6,4
709,2020-03-13T00:00:00.000Z,Bayern,M,A80+,4,1,10,5
828,2020-03-14T00:00:00.000Z,Bayern,M,A80+,1,1,11,6
928,2020-03-15T00:00:00.000Z,Bayern,M,A80+,2,1,13,7
1032,2020-03-16T00:00:00.000Z,Bayern,M,A80+,1,0,14,7
1161,2020-03-17T00:00:00.000Z,Bayern,M,A80+,4,2,18,9
1310,2020-03-18T00:00:00.000Z,Bayern,M,A80+,8,1,26,10
1462,2020-03-19T00:00:00.000Z,Bayern,M,A80+,6,0,32,10
1606,2020-03-20T00:00:00.000Z,Bayern,M,A80+,5,0,37,10
406,2020-03-10T00:00:00.000Z,Bayern,M,unbekannt,1,0,1,0
710,2020-03-13T00:00:00.000Z,Bayern,M,unbekannt,2,0,3,0
929,2020-03-15T00:00:00.000Z,Bayern,M,unbekannt,1,0,4,0
1033,2020-03-16T00:00:00.000Z,Bayern,M,unbekannt,1,0,5,0
1311,2020-03-18T00:00:00.000Z,Bayern,M,unbekannt,1,0,6,0
1463,2020-03-19T00:00:00.000Z,Bayern,M,unbekannt,1,0,7,0
1607,2020-03-20T00:00:00.000Z,Bayern,M,unbekannt,6,0,13,0
3,2020-01-29T00:00:00.000Z,Bayern,W,A15-A34,1,0,1,0
85,2020-03-02T00:00:00.000Z,Bayern,W,A15-A34,1,0,2,0
138,2020-03-04T00:00:00.000Z,Bayern,W,A15-A34,2,0,4,0
173,2020-03-05T00:00:00.000Z,Bayern,W,A15-A34,3,0,7,0
218,2020-03-06T00:00:00.000Z,Bayern,W,A15-A34,4,0,11,0
254,2020-03-07T00:00:00.000Z,Bayern,W,A15-A34,3,0,14,0
291,2020-03-08T00:00:00.000Z,Bayern,W,A15-A34,1,0,15,0
337,2020-03-09T00:00:00.000Z,Bayern,W,A15-A34,11,0,26,0
409,2020-03-10T00:00:00.000Z,Bayern,W,A15-A34,10,0,36,0
499,2020-03-11T00:00:00.000Z,Bayern,W,A15-A34,16,0,52,0
603,2020-03-12T00:00:00.000Z,Bayern,W,A15-A34,16,0,68,0
712,2020-03-13T00:00:00.000Z,Bayern,W,A15-A34,35,0,103,0
831,2020-03-14T00:00:00.000Z,Bayern,W,A15-A34,26,0,129,0
931,2020-03-15T00:00:00.000Z,Bayern,W,A15-A34,12,0,141,0
1036,2020-03-16T00:00:00.000Z,Bayern,W,A15-A34,31,0,172,0
1164,2020-03-17T00:00:00.000Z,Bayern,W,A15-A34,58,0,230,0
1314,2020-03-18T00:00:00.000Z,Bayern,W,A15-A34,71,0,301,0
1466,2020-03-19T00:00:00.000Z,Bayern,W,A15-A34,53,0,354,0
1609,2020-03-20T00:00:00.000Z,Bayern,W,A15-A34,28,0,382,0
5,2020-01-31T00:00:00.000Z,Bayern,W,A00-A04,1,0,1,0
407,2020-03-10T00:00:00.000Z,Bayern,W,A00-A04,1,0,2,0
829,2020-03-14T00:00:00.000Z,Bayern,W,A00-A04,1,0,3,0
1034,2020-03-16T00:00:00.000Z,Bayern,W,A00-A04,1,0,4,0
1162,2020-03-17T00:00:00.000Z,Bayern,W,A00-A04,3,0,7,0
1312,2020-03-18T00:00:00.000Z,Bayern,W,A00-A04,2,0,9,0
1464,2020-03-19T00:00:00.000Z,Bayern,W,A00-A04,3,0,12,0
10,2020-02-06T00:00:00.000Z,Bayern,W,A35-A59,1,0,1,0
11,2020-02-07T00:00:00.000Z,Bayern,W,A35-A59,1,0,2,0
14,2020-02-12T00:00:00.000Z,Bayern,W,A35-A59,1,0,3,0
37,2020-02-28T00:00:00.000Z,Bayern,W,A35-A59,1,0,4,0
63,2020-03-01T00:00:00.000Z,Bayern,W,A35-A59,1,0,5,0
86,2020-03-02T00:00:00.000Z,Bayern,W,A35-A59,1,0,6,0
105,2020-03-03T00:00:00.000Z,Bayern,W,A35-A59,1,0,7,0
139,2020-03-04T00:00:00.000Z,Bayern,W,A35-A59,2,0,9,0
174,2020-03-05T00:00:00.000Z,Bayern,W,A35-A59,5,0,14,0
219,2020-03-06T00:00:00.000Z,Bayern,W,A35-A59,11,0,25,0
255,2020-03-07T00:00:00.000Z,Bayern,W,A35-A59,5,0,30,0
292,2020-03-08T00:00:00.000Z,Bayern,W,A35-A59,4,0,34,0
338,2020-03-09T00:00:00.000Z,Bayern,W,A35-A59,18,0,52,0
410,2020-03-10T00:00:00.000Z,Bayern,W,A35-A59,20,0,72,0
500,2020-03-11T00:00:00.000Z,Bayern,W,A35-A59,20,0,92,0
604,2020-03-12T00:00:00.000Z,Bayern,W,A35-A59,26,0,118,0
713,2020-03-13T00:00:00.000Z,Bayern,W,A35-A59,54,0,172,0
832,2020-03-14T00:00:00.000Z,Bayern,W,A35-A59,43,0,215,0
932,2020-03-15T00:00:00.000Z,Bayern,W,A35-A59,22,0,237,0
1037,2020-03-16T00:00:00.000Z,Bayern,W,A35-A59,53,0,290,0
1165,2020-03-17T00:00:00.000Z,Bayern,W,A35-A59,87,0,377,0
1315,2020-03-18T00:00:00.000Z,Bayern,W,A35-A59,110,0,487,0
1467,2020-03-19T00:00:00.000Z,Bayern,W,A35-A59,110,0,597,0
1610,2020-03-20T00:00:00.000Z,Bayern,W,A35-A59,71,0,668,0
104,2020-03-03T00:00:00.000Z,Bayern,W,A05-A14,1,0,1,0
172,2020-03-05T00:00:00.000Z,Bayern,W,A05-A14,1,0,2,0
217,2020-03-06T00:00:00.000Z,Bayern,W,A05-A14,1,0,3,0
253,2020-03-07T00:00:00.000Z,Bayern,W,A05-A14,1,0,4,0
290,2020-03-08T00:00:00.000Z,Bayern,W,A05-A14,2,0,6,0
336,2020-03-09T00:00:00.000Z,Bayern,W,A05-A14,1,0,7,0
408,2020-03-10T00:00:00.000Z,Bayern,W,A05-A14,6,0,13,0
498,2020-03-11T00:00:00.000Z,Bayern,W,A05-A14,6,0,19,0
602,2020-03-12T00:00:00.000Z,Bayern,W,A05-A14,1,0,20,0
711,2020-03-13T00:00:00.000Z,Bayern,W,A05-A14,6,0,26,0
830,2020-03-14T00:00:00.000Z,Bayern,W,A05-A14,6,0,32,0
930,2020-03-15T00:00:00.000Z,Bayern,W,A05-A14,2,0,34,0
1035,2020-03-16T00:00:00.000Z,Bayern,W,A05-A14,2,0,36,0
1163,2020-03-17T00:00:00.000Z,Bayern,W,A05-A14,9,0,45,0
1313,2020-03-18T00:00:00.000Z,Bayern,W,A05-A14,6,0,51,0
1465,2020-03-19T00:00:00.000Z,Bayern,W,A05-A14,5,0,56,0
1608,2020-03-20T00:00:00.000Z,Bayern,W,A05-A14,7,0,63,0
220,2020-03-06T00:00:00.000Z,Bayern,W,A60-A79,1,0,1,0
256,2020-03-07T00:00:00.000Z,Bayern,W,A60-A79,1,0,2,0
339,2020-03-09T00:00:00.000Z,Bayern,W,A60-A79,4,0,6,0
411,2020-03-10T00:00:00.000Z,Bayern,W,A60-A79,5,0,11,0
501,2020-03-11T00:00:00.000Z,Bayern,W,A60-A79,4,0,15,0
605,2020-03-12T00:00:00.000Z,Bayern,W,A60-A79,5,0,20,0
714,2020-03-13T00:00:00.000Z,Bayern,W,A60-A79,14,0,34,0
833,2020-03-14T00:00:00.000Z,Bayern,W,A60-A79,11,0,45,0
933,2020-03-15T00:00:00.000Z,Bayern,W,A60-A79,10,0,55,0
1038,2020-03-16T00:00:00.000Z,Bayern,W,A60-A79,14,0,69,0
1166,2020-03-17T00:00:00.000Z,Bayern,W,A60-A79,18,0,87,0
1316,2020-03-18T00:00:00.000Z,Bayern,W,A60-A79,30,1,117,1
1468,2020-03-19T00:00:00.000Z,Bayern,W,A60-A79,21,0,138,1
1611,2020-03-20T00:00:00.000Z,Bayern,W,A60-A79,25,0,163,1
221,2020-03-06T00:00:00.000Z,Bayern,W,A80+,1,0,1,0
257,2020-03-07T00:00:00.000Z,Bayern,W,A80+,1,0,2,0
412,2020-03-10T00:00:00.000Z,Bayern,W,A80+,1,0,3,0
502,2020-03-11T00:00:00.000Z,Bayern,W,A80+,1,0,4,0
715,2020-03-13T00:00:00.000Z,Bayern,W,A80+,1,1,5,1
834,2020-03-14T00:00:00.000Z,Bayern,W,A80+,4,1,9,2
934,2020-03-15T00:00:00.000Z,Bayern,W,A80+,3,1,12,3
1039,2020-03-16T00:00:00.000Z,Bayern,W,A80+,2,0,14,3
1167,2020-03-17T00:00:00.000Z,Bayern,W,A80+,6,1,20,4
1317,2020-03-18T00:00:00.000Z,Bayern,W,A80+,7,0,27,4
1469,2020-03-19T00:00:00.000Z,Bayern,W,A80+,12,1,39,5
1612,2020-03-20T00:00:00.000Z,Bayern,W,A80+,10,2,49,7
716,2020-03-13T00:00:00.000Z,Bayern,W,unbekannt,1,0,1,0
1040,2020-03-16T00:00:00.000Z,Bayern,W,unbekannt,2,0,3,0
1168,2020-03-17T00:00:00.000Z,Bayern,W,unbekannt,4,0,7,0
1470,2020-03-19T00:00:00.000Z,Bayern,W,unbekannt,3,0,10,0
1613,2020-03-20T00:00:00.000Z,Bayern,W,unbekannt,2,0,12,0
606,2020-03-12T00:00:00.000Z,Bayern,unbekannt,A35-A59,2,0,2,0
718,2020-03-13T00:00:00.000Z,Bayern,unbekannt,A35-A59,2,0,4,0
935,2020-03-15T00:00:00.000Z,Bayern,unbekannt,A35-A59,1,0,5,0
1473,2020-03-19T00:00:00.000Z,Bayern,unbekannt,A35-A59,2,0,7,0
1617,2020-03-20T00:00:00.000Z,Bayern,unbekannt,A35-A59,2,0,9,0
717,2020-03-13T00:00:00.000Z,Bayern,unbekannt,A15-A34,1,0,1,0
1472,2020-03-19T00:00:00.000Z,Bayern,unbekannt,A15-A34,1,0,2,0
1616,2020-03-20T00:00:00.000Z,Bayern,unbekannt,A15-A34,1,0,3,0
719,2020-03-13T00:00:00.000Z,Bayern,unbekannt,A80+,1,0,1,0
1318,2020-03-18T00:00:00.000Z,Bayern,unbekannt,A80+,1,0,2,0
720,2020-03-13T00:00:00.000Z,Bayern,unbekannt,unbekannt,2,0,2,0
1471,2020-03-19T00:00:00.000Z,Bayern,unbekannt,A05-A14,1,0,1,0
1615,2020-03-20T00:00:00.000Z,Bayern,unbekannt,A05-A14,1,0,2,0
1474,2020-03-19T00:00:00.000Z,Bayern,unbekannt,A60-A79,1,0,1,0
1614,2020-03-20T00:00:00.000Z,Bayern,unbekannt,A00-A04,1,0,1,0
9,2020-02-04T00:00:00.000Z,Niedersachsen,M,A35-A59,1,0,1,0
189,2020-03-05T00:00:00.000Z,Niedersachsen,M,A35-A59,2,0,3,0
228,2020-03-06T00:00:00.000Z,Niedersachsen,M,A35-A59,2,0,5,0
266,2020-03-07T00:00:00.000Z,Niedersachsen,M,A35-A59,3,0,8,0
303,2020-03-08T00:00:00.000Z,Niedersachsen,M,A35-A59,3,0,11,0
365,2020-03-09T00:00:00.000Z,Niedersachsen,M,A35-A59,2,0,13,0
442,2020-03-10T00:00:00.000Z,Niedersachsen,M,A35-A59,11,0,24,0
541,2020-03-11T00:00:00.000Z,Niedersachsen,M,A35-A59,17,0,41,0
641,2020-03-12T00:00:00.000Z,Niedersachsen,M,A35-A59,21,0,62,0
760,2020-03-13T00:00:00.000Z,Niedersachsen,M,A35-A59,32,0,94,0
867,2020-03-14T00:00:00.000Z,Niedersachsen,M,A35-A59,18,0,112,0
965,2020-03-15T00:00:00.000Z,Niedersachsen,M,A35-A59,14,0,126,0
1082,2020-03-16T00:00:00.000Z,Niedersachsen,M,A35-A59,40,0,166,0
1222,2020-03-17T00:00:00.000Z,Niedersachsen,M,A35-A59,33,0,199,0
1368,2020-03-18T00:00:00.000Z,Niedersachsen,M,A35-A59,67,0,266,0
1525,2020-03-19T00:00:00.000Z,Niedersachsen,M,A35-A59,44,0,310,0
1651,2020-03-20T00:00:00.000Z,Niedersachsen,M,A35-A59,13,0,323,0
70,2020-03-01T00:00:00.000Z,Niedersachsen,M,A60-A79,1,0,1,0
89,2020-03-02T00:00:00.000Z,Niedersachsen,M,A60-A79,1,0,2,0
116,2020-03-03T00:00:00.000Z,Niedersachsen,M,A60-A79,2,0,4,0
147,2020-03-04T00:00:00.000Z,Niedersachsen,M,A60-A79,1,0,5,0
229,2020-03-06T00:00:00.000Z,Niedersachsen,M,A60-A79,1,0,6,0
366,2020-03-09T00:00:00.000Z,Niedersachsen,M,A60-A79,1,0,7,0
443,2020-03-10T00:00:00.000Z,Niedersachsen,M,A60-A79,5,0,12,0
542,2020-03-11T00:00:00.000Z,Niedersachsen,M,A60-A79,4,0,16,0
642,2020-03-12T00:00:00.000Z,Niedersachsen,M,A60-A79,11,0,27,0
761,2020-03-13T00:00:00.000Z,Niedersachsen,M,A60-A79,7,0,34,0
868,2020-03-14T00:00:00.000Z,Niedersachsen,M,A60-A79,2,0,36,0
966,2020-03-15T00:00:00.000Z,Niedersachsen,M,A60-A79,2,0,38,0
1083,2020-03-16T00:00:00.000Z,Niedersachsen,M,A60-A79,15,0,53,0
1223,2020-03-17T00:00:00.000Z,Niedersachsen,M,A60-A79,13,0,66,0
1369,2020-03-18T00:00:00.000Z,Niedersachsen,M,A60-A79,21,0,87,0
1526,2020-03-19T00:00:00.000Z,Niedersachsen,M,A60-A79,17,0,104,0
1652,2020-03-20T00:00:00.000Z,Niedersachsen,M,A60-A79,5,0,109,0
115,2020-03-03T00:00:00.000Z,Niedersachsen,M,A15-A34,2,0,2,0
146,2020-03-04T00:00:00.000Z,Niedersachsen,M,A15-A34,1,0,3,0
188,2020-03-05T00:00:00.000Z,Niedersachsen,M,A15-A34,1,0,4,0
265,2020-03-07T00:00:00.000Z,Niedersachsen,M,A15-A34,1,0,5,0
364,2020-03-09T00:00:00.000Z,Niedersachsen,M,A15-A34,2,0,7,0
441,2020-03-10T00:00:00.000Z,Niedersachsen,M,A15-A34,1,0,8,0
540,2020-03-11T00:00:00.000Z,Niedersachsen,M,A15-A34,7,0,15,0
640,2020-03-12T00:00:00.000Z,Niedersachsen,M,A15-A34,8,0,23,0
759,2020-03-13T00:00:00.000Z,Niedersachsen,M,A15-A34,9,0,32,0
866,2020-03-14T00:00:00.000Z,Niedersachsen,M,A15-A34,13,0,45,0
964,2020-03-15T00:00:00.000Z,Niedersachsen,M,A15-A34,3,0,48,0
1081,2020-03-16T00:00:00.000Z,Niedersachsen,M,A15-A34,19,0,67,0
1221,2020-03-17T00:00:00.000Z,Niedersachsen,M,A15-A34,22,0,89,0
1367,2020-03-18T00:00:00.000Z,Niedersachsen,M,A15-A34,29,0,118,0
1524,2020-03-19T00:00:00.000Z,Niedersachsen,M,A15-A34,15,0,133,0
1650,2020-03-20T00:00:00.000Z,Niedersachsen,M,A15-A34,7,0,140,0
227,2020-03-06T00:00:00.000Z,Niedersachsen,M,A00-A04,1,0,1,0
1649,2020-03-20T00:00:00.000Z,Niedersachsen,M,A00-A04,1,0,2,0
639,2020-03-12T00:00:00.000Z,Niedersachsen,M,A05-A14,1,0,1,0
963,2020-03-15T00:00:00.000Z,Niedersachsen,M,A05-A14,1,0,2,0
1080,2020-03-16T00:00:00.000Z,Niedersachsen,M,A05-A14,1,0,3,0
1220,2020-03-17T00:00:00.000Z,Niedersachsen,M,A05-A14,2,0,5,0
1366,2020-03-18T00:00:00.000Z,Niedersachsen,M,A05-A14,1,0,6,0
967,2020-03-15T00:00:00.000Z,Niedersachsen,M,A80+,2,0,2,0
1084,2020-03-16T00:00:00.000Z,Niedersachsen,M,A80+,2,0,4,0
1224,2020-03-17T00:00:00.000Z,Niedersachsen,M,A80+,1,0,5,0
1370,2020-03-18T00:00:00.000Z,Niedersachsen,M,A80+,2,0,7,0
1527,2020-03-19T00:00:00.000Z,Niedersachsen,M,A80+,2,0,9,0
1085,2020-03-16T00:00:00.000Z,Niedersachsen,M,unbekannt,1,0,1,0
1528,2020-03-19T00:00:00.000Z,Niedersachsen,M,unbekannt,1,0,2,0
117,2020-03-03T00:00:00.000Z,Niedersachsen,W,A15-A34,1,0,1,0
148,2020-03-04T00:00:00.000Z,Niedersachsen,W,A15-A34,1,0,2,0
190,2020-03-05T00:00:00.000Z,Niedersachsen,W,A15-A34,2,0,4,0
367,2020-03-09T00:00:00.000Z,Niedersachsen,W,A15-A34,3,0,7,0
444,2020-03-10T00:00:00.000Z,Niedersachsen,W,A15-A34,2,0,9,0
543,2020-03-11T00:00:00.000Z,Niedersachsen,W,A15-A34,6,0,15,0
643,2020-03-12T00:00:00.000Z,Niedersachsen,W,A15-A34,3,0,18,0
762,2020-03-13T00:00:00.000Z,Niedersachsen,W,A15-A34,7,0,25,0
869,2020-03-14T00:00:00.000Z,Niedersachsen,W,A15-A34,6,0,31,0
968,2020-03-15T00:00:00.000Z,Niedersachsen,W,A15-A34,5,0,36,0
1087,2020-03-16T00:00:00.000Z,Niedersachsen,W,A15-A34,13,0,49,0
1227,2020-03-17T00:00:00.000Z,Niedersachsen,W,A15-A34,13,0,62,0
1373,2020-03-18T00:00:00.000Z,Niedersachsen,W,A15-A34,14,0,76,0
1530,2020-03-19T00:00:00.000Z,Niedersachsen,W,A15-A34,17,0,93,0
1654,2020-03-20T00:00:00.000Z,Niedersachsen,W,A15-A34,10,0,103,0
118,2020-03-03T00:00:00.000Z,Niedersachsen,W,A60-A79,1,0,1,0
231,2020-03-06T00:00:00.000Z,Niedersachsen,W,A60-A79,1,0,2,0
369,2020-03-09T00:00:00.000Z,Niedersachsen,W,A60-A79,4,0,6,0
446,2020-03-10T00:00:00.000Z,Niedersachsen,W,A60-A79,2,0,8,0
545,2020-03-11T00:00:00.000Z,Niedersachsen,W,A60-A79,3,0,11,0
645,2020-03-12T00:00:00.000Z,Niedersachsen,W,A60-A79,4,0,15,0
764,2020-03-13T00:00:00.000Z,Niedersachsen,W,A60-A79,7,0,22,0
871,2020-03-14T00:00:00.000Z,Niedersachsen,W,A60-A79,4,0,26,0
970,2020-03-15T00:00:00.000Z,Niedersachsen,W,A60-A79,3,0,29,0
1089,2020-03-16T00:00:00.000Z,Niedersachsen,W,A60-A79,12,0,41,0
1229,2020-03-17T00:00:00.000Z,Niedersachsen,W,A60-A79,8,0,49,0
1375,2020-03-18T00:00:00.000Z,Niedersachsen,W,A60-A79,13,0,62,0
1532,2020-03-19T00:00:00.000Z,Niedersachsen,W,A60-A79,10,0,72,0
1656,2020-03-20T00:00:00.000Z,Niedersachsen,W,A60-A79,6,0,78,0
230,2020-03-06T00:00:00.000Z,Niedersachsen,W,A35-A59,3,0,3,0
267,2020-03-07T00:00:00.000Z,Niedersachsen,W,A35-A59,3,0,6,0
368,2020-03-09T00:00:00.000Z,Niedersachsen,W,A35-A59,4,0,10,0
445,2020-03-10T00:00:00.000Z,Niedersachsen,W,A35-A59,13,0,23,0
544,2020-03-11T00:00:00.000Z,Niedersachsen,W,A35-A59,14,0,37,0
644,2020-03-12T00:00:00.000Z,Niedersachsen,W,A35-A59,17,0,54,0
763,2020-03-13T00:00:00.000Z,Niedersachsen,W,A35-A59,18,0,72,0
870,2020-03-14T00:00:00.000Z,Niedersachsen,W,A35-A59,14,0,86,0
969,2020-03-15T00:00:00.000Z,Niedersachsen,W,A35-A59,17,0,103,0
1088,2020-03-16T00:00:00.000Z,Niedersachsen,W,A35-A59,19,0,122,0
1228,2020-03-17T00:00:00.000Z,Niedersachsen,W,A35-A59,29,0,151,0
1374,2020-03-18T00:00:00.000Z,Niedersachsen,W,A35-A59,34,0,185,0
1531,2020-03-19T00:00:00.000Z,Niedersachsen,W,A35-A59,30,0,215,0
1655,2020-03-20T00:00:00.000Z,Niedersachsen,W,A35-A59,12,0,227,0
546,2020-03-11T00:00:00.000Z,Niedersachsen,W,A80+,1,0,1,0
765,2020-03-13T00:00:00.000Z,Niedersachsen,W,A80+,1,0,2,0
971,2020-03-15T00:00:00.000Z,Niedersachsen,W,A80+,1,0,3,0
1090,2020-03-16T00:00:00.000Z,Niedersachsen,W,A80+,3,0,6,0
1230,2020-03-17T00:00:00.000Z,Niedersachsen,W,A80+,1,0,7,0
1376,2020-03-18T00:00:00.000Z,Niedersachsen,W,A80+,2,0,9,0
1533,2020-03-19T00:00:00.000Z,Niedersachsen,W,A80+,1,0,10,0
1086,2020-03-16T00:00:00.000Z,Niedersachsen,W,A05-A14,1,0,1,0
1226,2020-03-17T00:00:00.000Z,Niedersachsen,W,A05-A14,5,0,6,0
1372,2020-03-18T00:00:00.000Z,Niedersachsen,W,A05-A14,1,0,7,0
1529,2020-03-19T00:00:00.000Z,Niedersachsen,W,A05-A14,1,0,8,0
1225,2020-03-17T00:00:00.000Z,Niedersachsen,W,A00-A04,1,0,1,0
